ID,Full Name,name_strict,strict_key,is_strict_dup,strict_group_size
2747,Pablo Martínez López,pablo martinez lopez,pablo martinez lopez,False,1
2748,Dr. Rafael Álvarez,rafael alvarez,rafael alvarez,True,3
2749,Francisco Jiménez,francisco jimenez,francisco jimenez,True,6
2750,Marta Romero,marta romero,marta romero,True,7
2751,Isabel Gutiérrez Jiménez,isabel gutierrez jimenez,isabel gutierrez jimenez,False,1
2752,Sofía Muñoz López,sofia munoz lopez,sofia munoz lopez,False,1
2753,Pablo Fernández,pablo fernandez,pablo fernandez,True,4
2754,Sofía Moreno,sofia moreno,sofia moreno,True,7
2755,Francisco Rodríguez,francisco rodriguez,francisco rodriguez,True,9
2756,Juan Rodríguez Muñoz,juan rodriguez munoz,juan rodriguez munoz,False,1
2757,Fernando Muñoz Pérez,fernando munoz perez,fernando munoz perez,False,1
2758,Mg. Fernando Gómez,mg fernando gomez,mg fernando gomez,False,1
2759,Luis Gutiérrez López,luis gutierrez lopez,luis gutierrez lopez,True,4
2760,José Moreno,jose moreno,jose moreno,True,12
2761,Fernando Gutiérrez,fernando gutierrez,fernando gutierrez,True,11
2762,Pablo Rodríguez,pablo rodriguez,pablo rodriguez,True,5
2763,Dr. Isabel Gutiérrez Gutiérrez,isabel gutierrez gutierrez,isabel gutierrez gutierrez,False,1
2764,Pilar Pérez Ruiz,pilar perez ruiz,pilar perez ruiz,False,2
2765,Luis Muñoz López,luis munoz lopez,luis munoz lopez,False,1
2766,Pilar Moreno,pilar moreno,pilar moreno,True,8
2767,Juan Sánchez Martínez,juan sanchez martinez,juan sanchez martinez,False,1
2768,Francisco Rodríguez,francisco rodriguez,francisco rodriguez,True,9
2769,Pablo Moreno,pablo moreno,pablo moreno,True,6
2770,José Martín Rodríguez,jose martin rodriguez,jose martin rodriguez,False,2
2771,Luis Hernández,luis hernandez,luis hernandez,True,7
2772,Carlos Díaz,carlos diaz,carlos diaz,True,9
2773,Carmen Gómez Pérez,carmen gomez perez,carmen gomez perez,False,1
2774,Ana Martínez,ana martinez,ana martinez,True,4
2775,Javier Jiménez,javier jimenez,javier jimenez,True,10
2776,Juan Martínez López,juan martinez lopez,juan martinez lopez,False,1
2777,Elena Martínez Díaz,elena martinez diaz,elena martinez diaz,False,1
2778,Sofía Muñoz,sofia munoz,sofia munoz,True,6
2779,Pilar Díaz González,pilar diaz gonzalez,pilar diaz gonzalez,False,1
2780,Teresa González,teresa gonzalez,teresa gonzalez,True,8
2781,Isabel Hernández Hernández,isabel hernandez hernandez,isabel hernandez hernandez,False,1
2782,Elena Rodríguez,elena rodriguez,elena rodriguez,True,9
2783,Carlos Hernández Díaz,carlos hernandez diaz,carlos hernandez diaz,False,1
2784,Rafael Rodríguez Martín,rafael rodriguez martin,rafael rodriguez martin,True,2
2785,Juan Gutiérrez,juan gutierrez,juan gutierrez,True,5
2786,Pedro González,pedro gonzalez,pedro gonzalez,True,8
2787,Pedro Hernández,pedro hernandez,pedro hernandez,True,9
2788,Rafael Pérez,rafael perez,rafael perez,True,8
2789,Sofía Jiménez García,sofia jimenez garcia,sofia jimenez garcia,False,1
2790,Rafael Jiménez Rodríguez,rafael jimenez rodriguez,rafael jimenez rodriguez,False,1
2791,Sofía González,sofia gonzalez,sofia gonzalez,True,5
2792,Pablo Rodríguez,pablo rodriguez,pablo rodriguez,True,5
2793,Carlos Sánchez,carlos sanchez,carlos sanchez,True,7
2794,Luis Álvarez,luis alvarez,luis alvarez,True,7
2795,Marta Jiménez Martínez,marta jimenez martinez,marta jimenez martinez,False,1
2796,Francisco González,francisco gonzalez,francisco gonzalez,True,6
2797,Fernando Alonso Muñoz,fernando alonso munoz,fernando alonso munoz,False,2
2798,Elena Hernández Sánchez,elena hernandez sanchez,elena hernandez sanchez,False,1
2799,Rafael Hernández Ruiz,rafael hernandez ruiz,rafael hernandez ruiz,True,2
2800,José Rodríguez,jose rodriguez,jose rodriguez,True,6
2801,Francisco Romero,francisco romero,francisco romero,True,4
2802,Isabel Martín,isabel martin,isabel martin,True,9
2803,Fernando García Muñoz,fernando garcia munoz,fernando garcia munoz,False,1
2804,Pablo López,pablo lopez,pablo lopez,True,4
2805,Teresa Sánchez Martín,teresa sanchez martin,teresa sanchez martin,False,1
2806,Marta Hernández Pérez,marta hernandez perez,marta hernandez perez,False,1
2807,Isabel González Gómez,isabel gonzalez gomez,isabel gonzalez gomez,False,1
2808,Lucía Gómez Martínez,lucia gomez martinez,lucia gomez martinez,False,1
2809,Isabel Muñoz,isabel munoz,isabel munoz,True,10
2810,Teresa Rodríguez Gómez,teresa rodriguez gomez,teresa rodriguez gomez,False,1
2811,Isabel Ruiz,isabel ruiz,isabel ruiz,True,7
2812,Isabel Martín,isabel martin,isabel martin,True,9
2813,Fernando Fernández Álvarez,fernando fernandez alvarez,fernando fernandez alvarez,False,1
2814,Sofía Moreno,sofia moreno,sofia moreno,True,7
2815,Pedro García López,pedro garcia lopez,pedro garcia lopez,False,1
2816,Teresa Alonso,teresa alonso,teresa alonso,True,7
2817,Rafael Gutiérrez López,rafael gutierrez lopez,rafael gutierrez lopez,False,2
2818,Juan Muñoz Moreno,juan munoz moreno,juan munoz moreno,False,1
2819,Isabel Pérez,isabel perez,isabel perez,True,7
2820,Teresa  Pérez,teresa perez,teresa perez,True,4
2821,Javier  Muñoz Gutiérrez,javier munoz gutierrez,javier munoz gutierrez,False,1
2822,Carmen Muñoz,carmen munoz,carmen munoz,False,5
2823,Sofía Moreno Álvarez,sofia moreno alvarez,sofia moreno alvarez,False,2
2824,Pablo Gutiérrez,pablo gutierrez,pablo gutierrez,True,5
2825,Lic. José López Gómez,jose lopez gomez,jose lopez gomez,False,1
2826,Pablo Rodríguez,pablo rodriguez,pablo rodriguez,True,5
2827,Pilar Martínez González,pilar martinez gonzalez,pilar martinez gonzalez,False,1
2828,Juan Ruiz Martín,juan ruiz martin,juan ruiz martin,False,2
2829,Rafael Alonso,rafael alonso,rafael alonso,True,8
2830,Elena Alonso Muñoz,elena alonso munoz,elena alonso munoz,True,2
2831,Luis Fernández,luis fernandez,luis fernandez,True,9
2832,Francisco Sánchez,francisco sanchez,francisco sanchez,True,6
2833,Luis Díaz,luis diaz,luis diaz,True,7
2834,Sofía Ruiz López,sofia ruiz lopez,sofia ruiz lopez,False,1
2835,Carlos Gómez,carlos gomez,carlos gomez,False,5
2836,Sofía Ruiz Gutiérrez,sofia ruiz gutierrez,sofia ruiz gutierrez,False,1
2837,Marta Sánchez,marta sanchez,marta sanchez,True,13
2838,Teresa Hernández,teresa hernandez,teresa hernandez,True,7
2839,Luis  Hernández López,luis hernandez lopez,luis hernandez lopez,False,2
2840,Rafael Alonso,rafael alonso,rafael alonso,True,8
2841,Pedro Hernández,pedro hernandez,pedro hernandez,True,9
2842,Pilar Romero,pilar romero,pilar romero,True,6
2843,Pedro Álvarez Ruiz,pedro alvarez ruiz,pedro alvarez ruiz,False,2
2844,Rafael Jiménez Moreno,rafael jimenez moreno,rafael jimenez moreno,False,1
2845,Francisco Díaz Alonso,francisco diaz alonso,francisco diaz alonso,True,2
2846,Francisco Fernández Martínez,francisco fernandez martinez,francisco fernandez martinez,False,2
2847,Fernando Jiménez Moreno,fernando jimenez moreno,fernando jimenez moreno,False,1
2848,Javie(r Rodríguez,javie r rodriguez,javie r rodriguez,False,1
2849,Lucía Martín Gómez,lucia martin gomez,lucia martin gomez,True,2
2850,Marta Jiménez,marta jimenez,marta jimenez,True,6
2851,Francisco Pérez Moreno,francisco perez moreno,francisco perez moreno,False,1
2852,Dr. Marta Alonso Sánchez,marta alonso sanchez,marta alonso sanchez,False,2
2853,Teresa García,teresa garcia,teresa garcia,True,5
2854,Isa$bel Moreno Jiménez,isa bel moreno jimenez,isa bel moreno jimenez,False,1
2855,José Rodríguez González,jose rodriguez gonzalez,jose rodriguez gonzalez,False,2
2856,Isabel Rodríguez,isabel rodriguez,isabel rodriguez,True,8
2857,Teresa Martínez Fernández,teresa martinez fernandez,teresa martinez fernandez,False,1
2858,Luis García,luis garcia,luis garcia,True,5
2859,Teresa Álvarez Gómez,teresa alvarez gomez,teresa alvarez gomez,True,2
2860,Lucía López Jiménez,lucia lopez jimenez,lucia lopez jimenez,False,2
2861,María López,maria lopez,maria lopez,True,4
2862,Ana Álvarez Jiménez,ana alvarez jimenez,ana alvarez jimenez,False,1
2863,Luis Jiménez Jiménez,luis jimenez jimenez,luis jimenez jimenez,False,1
2864,Javier Martín,javier martin,javier martin,True,7
2865,Francisco Romero González,francisco romero gonzalez,francisco romero gonzalez,True,2
2866,Carmen Fernández,carmen fernandez,carmen fernandez,True,9
2867,Pedro López,pedro lopez,pedro lopez,True,7
2868,Teresa Pérez Gómez,teresa perez gomez,teresa perez gomez,False,1
2869,Carmen Romero,carmen romero,carmen romero,True,8
2870,Pilar Gutiérrez Gómez,pilar gutierrez gomez,pilar gutierrez gomez,False,1
2871,Luis Muñoz,luis munoz,luis munoz,True,6
2872,María Álvarez,maria alvarez,maria alvarez,True,4
2873,Sofía Moreno Hernández,sofia moreno hernandez,sofia moreno hernandez,False,1
2874,Teresa Alonso García,teresa alonso garcia,teresa alonso garcia,False,1
2875,Sr. Marta Fernández Gómez,marta fernandez gomez,marta fernandez gomez,False,1
2876,Sofía García Díaz,sofia garcia diaz,sofia garcia diaz,False,1
2877,Elena Gutiérrez,elena gutierrez,elena gutierrez,True,9
2878,Pedro Alonso Moreno,pedro alonso moreno,pedro alonso moreno,False,1
2879,Ana Sánchez,ana sanchez,ana sanchez,True,6
2880,Juan González,juan gonzalez,juan gonzalez,True,7
2881,María Sánchez Jiménez,maria sanchez jimenez,maria sanchez jimenez,False,1
2882,Luis Martín,luis martin,luis martin,True,7
2883,Dr. Javier Jiménez,javier jimenez,javier jimenez,True,10
2884,María Fernández,maria fernandez,maria fernandez,True,7
2885,Francisco  Moreno,francisco moreno,francisco moreno,True,9
2886,Juan Pérez Gómez,juan perez gomez,juan perez gomez,False,1
2887,Javier Muñoz Martín,javier munoz martin,javier munoz martin,False,1
2888,Rafael Gutiérrez López,rafael gutierrez lopez,rafael gutierrez lopez,True,2
2889,Elena Moreno,elena moreno,elena moreno,False,3
2890,Carlos Pérez,carlos perez,carlos perez,True,4
2891,Francisco Pérez,francisco perez,francisco perez,True,8
2892,María Martín,maria martin,maria martin,True,8
2893,Mg. José Álvarez,mg jose alvarez,mg jose alvarez,False,1
2894,Fernando González Fernández,fernando gonzalez fernandez,fernando gonzalez fernandez,True,2
2895,Rafael Muñoz Muñoz,rafael munoz munoz,rafael munoz munoz,False,1
2896,Lic. Isabel Romero Alonso,isabel romero alonso,isabel romero alonso,False,1
2897,Pedro López Gómez,pedro lopez gomez,pedro lopez gomez,False,3
2898,Francisco Fernández Jiménez,francisco fernandez jimenez,francisco fernandez jimenez,False,1
2899,Ana Pérez Gutiérrez,ana perez gutierrez,ana perez gutierrez,False,1
2900,Sofía González,sofia gonzalez,sofia gonzalez,True,5
2901,José Díaz Fernández,jose diaz fernandez,jose diaz fernandez,False,1
2902,Lucía Romero Gutiérrez,lucia romero gutierrez,lucia romero gutierrez,False,1
2903,Lucía Martín Sánchez,lucia martin sanchez,lucia martin sanchez,False,1
2904,Juan García,juan garcia,juan garcia,True,5
2905,Ana Gutiérrez Muñoz,ana gutierrez munoz,ana gutierrez munoz,False,2
2906,José Hernández,jose hernandez,jose hernandez,True,6
2907,Javier Romero Fernández,javier romero fernandez,javier romero fernandez,False,1
2908,Francisco Fernández,francisco fernandez,francisco fernandez,True,8
2909,Carmen García Martín,carmen garcia martin,carmen garcia martin,False,1
2910,Pedro García Rodríguez,pedro garcia rodriguez,pedro garcia rodriguez,False,1
2911,Dr. Juan Sánchez,juan sanchez,juan sanchez,True,4
2912,Francisco Díaz Rodríguez,francisco diaz rodriguez,francisco diaz rodriguez,False,1
2913,Carlos Martínez Gómez,carlos martinez gomez,carlos martinez gomez,False,1
2914,Teresa Moreno,teresa moreno,teresa moreno,True,6
2915,Pilar Martín,pilar martin,pilar martin,True,4
2916,Carlos Moreno,carlos moreno,carlos moreno,True,6
2917,María Romero Gutiérrez,maria romero gutierrez,maria romero gutierrez,False,1
2918,Fernando Rodríguez,fernando rodriguez,fernando rodriguez,True,11
2919,Pedro Hernández,pedro hernandez,pedro hernandez,True,9
2920,Lucía Martínez García,lucia martinez garcia,lucia martinez garcia,False,1
2921,Elena Sánchez López,elena sanchez lopez,elena sanchez lopez,True,2
2922,Marta Muñoz,marta munoz,marta munoz,True,7
2923,Luis Gómez,luis gomez,luis gomez,True,7
2924,Lucía Rodríguez,lucia rodriguez,lucia rodriguez,True,4
2925,Pilar Alonso Ruiz,pilar alonso ruiz,pilar alonso ruiz,True,2
2926,Lucía Ruiz García,lucia ruiz garcia,lucia ruiz garcia,False,2
2927,Isabel Ruiz López,isabel ruiz lopez,isabel ruiz lopez,True,3
2928,Javier Gómez Pérez,javier gomez perez,javier gomez perez,False,1
2929,Javier García Díaz,javier garcia diaz,javier garcia diaz,False,1
2930,Rafael Jiménez Jiménez,rafael jimenez jimenez,rafael jimenez jimenez,True,4
2931,Col. Javier Álvarez,col javier alvarez,col javier alvarez,False,1
2932,Lucía López,lucia lopez,lucia lopez,True,7
2933,Juan Fernández González,juan fernandez gonzalez,juan fernandez gonzalez,False,1
2934,Francisco Muñoz,francisco munoz,francisco munoz,False,3
2935,José Moreno,jose moreno,jose moreno,True,12
2936,Ana Muñoz Hernández,ana munoz hernandez,ana munoz hernandez,False,1
2937,Javier Fernández Gutiérrez,javier fernandez gutierrez,javier fernandez gutierrez,False,1
2938,María Rodríguez Ruiz,maria rodriguez ruiz,maria rodriguez ruiz,False,1
2939,José Ruiz,jose ruiz,jose ruiz,True,8
2940,Sofía Muñoz,sofia munoz,sofia munoz,True,6
2941,Isabel Álvarez,isabel alvarez,isabel alvarez,True,10
2942,Pablo Muñoz Romero,pablo munoz romero,pablo munoz romero,False,1
2943,Elena Romero Hernández,elena romero hernandez,elena romero hernandez,False,1
2944,Pilar Pérez Ruiz,pilar perez ruiz,pilar perez ruiz,True,2
2945,Ana Pérez,ana perez,ana perez,True,6
2946,Pedro Hernández,pedro hernandez,pedro hernandez,True,9
2947,Pedro Alonso,pedro alonso,pedro alonso,True,6
2948,Marta Ruiz Gómez,marta ruiz gomez,marta ruiz gomez,False,1
2949,Luis Fernández,luis fernandez,luis fernandez,True,9
2950,Dr. Fernando Fernández Martínez,fernando fernandez martinez,fernando fernandez martinez,False,1
2951,Teresa Gutiérrez Rodríguez,teresa gutierrez rodriguez,teresa gutierrez rodriguez,False,1
2952,Luis Martínez Sánchez,luis martinez sanchez,luis martinez sanchez,False,1
2953,Pedro Álvarez Rodríguez,pedro alvarez rodriguez,pedro alvarez rodriguez,False,1
2954,Francisco Martín,francisco martin,francisco martin,True,5
2955,Lucía Álvarez,lucia alvarez,lucia alvarez,True,5
2956,Lic. Luis Alonso López,luis alonso lopez,luis alonso lopez,False,1
2957,Teresa Fernández Moreno,teresa fernandez moreno,teresa fernandez moreno,False,1
2958,Col. Sofía Álvarez,col sofia alvarez,col sofia alvarez,True,2
2959,Luis Martín,luis martin,luis martin,True,7
2960,Ana Ruiz García,ana ruiz garcia,ana ruiz garcia,False,2
2961,Ana@ Ruiz,ana ruiz,ana ruiz,True,4
2962,Francisco Alonso,francisco alonso,francisco alonso,True,10
2963,Rafael Gómez,rafael gomez,rafael gomez,True,6
2964,Javier+ Hernández Pérez,javier hernandez perez,javier hernandez perez,False,1
2965,Isabel López Alonso,isabel lopez alonso,isabel lopez alonso,False,1
2966,Teresa Moreno Ruiz,teresa moreno ruiz,teresa moreno ruiz,False,1
2967,Ana Álvarez,ana alvarez,ana alvarez,True,8
2968,Pedro López,pedro lopez,pedro lopez,True,7
2969,Isabel   Martín Fernández,isabel martin fernandez,isabel martin fernandez,False,1
2970,Sr. Pedro Álvarez Díaz,pedro alvarez diaz,pedro alvarez diaz,False,1
2971,Francisco Romero Hernández,francisco romero hernandez,francisco romero hernandez,False,1
2972,Teresa González,teresa gonzalez,teresa gonzalez,True,8
2973,José  Fernández,jose fernandez,jose fernandez,True,9
2974,Carmen Moreno Sánchez,carmen moreno sanchez,carmen moreno sanchez,False,1
2975,Mg. Luis González Martínez,mg luis gonzalez martinez,mg luis gonzalez martinez,False,1
2976,Elena Díaz Gutiérrez,elena diaz gutierrez,elena diaz gutierrez,False,1
2977,Lucía Gómez Gutiérrez,lucia gomez gutierrez,lucia gomez gutierrez,False,1
2978,Pablo Jiménez González,pablo jimenez gonzalez,pablo jimenez gonzalez,False,1
2979,Francisco Hernández,francisco hernandez,francisco hernandez,True,6
2980,Rafael Gómez Ruiz,rafael gomez ruiz,rafael gomez ruiz,False,1
2981,María Sánchez,maria sanchez,maria sanchez,True,8
2982,Isabel Álvarez Gutiérrez,isabel alvarez gutierrez,isabel alvarez gutierrez,False,1
2983,Carlos Díaz,carlos diaz,carlos diaz,True,9
2984,Carlos Gómez Díaz,carlos gomez diaz,carlos gomez diaz,False,1
2985,Carmen Rodríguez Alonso,carmen rodriguez alonso,carmen rodriguez alonso,False,1
2986,Luis Rodríguez,luis rodriguez,luis rodriguez,True,7
2987,Pablo López Gómez,pablo lopez gomez,pablo lopez gomez,False,2
2988,Lucía Álvarez Ruiz,lucia alvarez ruiz,lucia alvarez ruiz,False,1
2989,Col. Marta Álvarez Martínez,col marta alvarez martinez,col marta alvarez martinez,False,1
2990,Mg. Carmen Álvarez,mg carmen alvarez,mg carmen alvarez,False,1
2991,Sofía Sánchez,sofia sanchez,sofia sanchez,True,9
2992,Francisco Jiménez,francisco jimenez,francisco jimenez,True,6
2993,Marta Sánchez González,marta sanchez gonzalez,marta sanchez gonzalez,False,1
2994,Francisco Díaz Martínez,francisco diaz martinez,francisco diaz martinez,False,1
2995,José Pérez Romero,jose perez romero,jose perez romero,False,2
2996,José González,jose gonzalez,jose gonzalez,True,6
2997,José Ruiz Romero,jose ruiz romero,jose ruiz romero,False,1
2998,Lic. Rafael Jiménez Hernández,rafael jimenez hernandez,rafael jimenez hernandez,False,1
2999,Lucía Martín,lucia martin,lucia martin,True,8
3000,Sr. Elena Gutiérrez González,elena gutierrez gonzalez,elena gutierrez gonzalez,False,1
3001,Sofía Álvarez Fernández,sofia alvarez fernandez,sofia alvarez fernandez,False,1
3002,Isabel Jiménez,isabel jimenez,isabel jimenez,True,9
3003,Marta Martínez González,marta martinez gonzalez,marta martinez gonzalez,False,2
3004,Luis Fernández Ruiz,luis fernandez ruiz,luis fernandez ruiz,False,1
3005,Isabel Jiménez Álvarez,isabel jimenez alvarez,isabel jimenez alvarez,False,1
3006,Pablo Ruiz Fernández,pablo ruiz fernandez,pablo ruiz fernandez,False,1
3007,Pedro   González González,pedro gonzalez gonzalez,pedro gonzalez gonzalez,True,2
3008,Col. María Rodríguez Martínez,col maria rodriguez martinez,col maria rodriguez martinez,False,1
3009,María Álvarez Moreno,maria alvarez moreno,maria alvarez moreno,False,1
3010,Javier González Moreno,javier gonzalez moreno,javier gonzalez moreno,False,1
